updated_cross_lengths,updated_claw_lengths,updated_resonator_lengths,updated_coupling_dimensions,LJs,indices
213.641467334455,191.01398881421176,3638.6063358109136,236.40631227356556,9.999932352646574,"(7830, 1014)"
181.97658471821416,145.2659732558795,4587.8177661945165,368.0727583264468,10.000180764463806,"(8615, 5533)"
181.00431249856769,134.79935568734177,4146.703745399989,92.52723418849939,10.000019073520054,"(3485, 2282)"
190.71330704069112,134.45129881081508,2990.1198383832793,197.9513350997888,10.000162359006042,"(3465, 110)"
199.49869523178526,134.24607367416502,3582.6129557046047,495.2301652770658,10.00023519472261,"(3415, 7756)"
