,cross_length_lom,claw_length,total_length,coupling_length,LJ,indices
0,169.3109970461254,115.21962356524341,4022.333843500583,232.54213079628272,12.154275910246422,"(3980, 335)"
1,169.3109970461254,115.21962356524341,4022.333843500583,232.54213079628272,12.154275910246422,"(3980, 335)"
2,198.81832295870964,162.38709286591978,3694.622630927185,229.86393047791324,10.415335322033698,"(209, 608)"
3,169.3109970461254,115.21962356524341,4022.333843500583,232.54213079628272,12.154275910246422,"(3980, 335)"
4,198.81832295870964,162.38709286591978,3694.622630927185,229.86393047791324,10.415335322033698,"(209, 608)"
5,220.60552932372386,188.15940937290995,3645.492251626412,230.27122190546956,9.41425947114227,"(5030, 1160)"
